SHZ_ADJ;Shimazu's;Shimazu's;Shimazu's;;;;;;;;;;;x;
SHZ;Shimazu;Shimazu;Shimazu;;;;;;;;;;;x;
army_i_viii;Military Directionism;x;
army_i_ix;Military Discipline;x;
army_i_x;Military Morale;x;
army_i_xi;Military Academia;x;
guard;Musketmen;x;
evforceabd;The Ruler's Abdication;x;
edescforceabd;The people, ministers and important people of the nobility ask for the abdication of the ruler. Due to the current instability in our country, rebel groups are forming, planning a major revolution in our country.\n We could accept the demands, reducing the agitation of the people but losing a lot of prestige, or refuse the demands.;x;
OP1ABD;We need to accept the demands.;x;
OP2ABD;We will reject.;x;
UPA;Minor Duchy of Austria;x;
UPA_ADJ;Upper Austria's;x;
form_austria_title;Reunite the Hasburg Lands;x;
form_austria_desc;In 1379, the Treaty of Neuberg took place, which divided the Habsburg hereditary lands into 3: Styria, Minor Duchy of Austria and Tyrol. Our mission is to reunite them, and because of that, we will take control of the entire region of Austria, maintaining our power over the Holy Roman Empire and taking the position of a European power.;x;
LAZTDESC1;Certain nobles went to ask the ruler about ideas to solve problems faced by the state about crime and high taxes, but our ruler didn't care, as napping on several pillows and eating several grapes was better. This infuriated the nobles who really care about state affairs, leading to a somewhat boring argument for the ruler.;x;
12121210A;That's how problems are created.;x;
12121211A;My ruler is so lazy...;x;
lazy_ruler;Lazy Ruler;x;
lazy_ruler_desc;Your ruler is lazy, and that has consequences;x;
LAZTDESC2;Our generals are trying to talk to the ruler about the current war situations and conditions, but he doesn't care. Every time we talk about strategies to defeat the enemy, he says that this is taking too long, and that he needs to relax in the face of all this confusion.;x;
LAZTDESC3;Our ruler met with the neighbor leader to try to make possible trade agreements. Unfortunately, our ruler's lazy attitude was aggravating and extremely disrespectful to the neighboring leader, worsening our relations.;x;
12121212A;This is terrible for our diplomatic reputation;x;
PARANOIDDESC1;Our ruler has been acting very strangely these past few months. It looks like he's suffering from a temporary bout of insanity. As a result, our kingdom is left with very little effective guidance.;x;
12121216A;Request militaty guidance;x;
12121216B;Request administrative guidance;x;
12121216C;Request political guidance;x;
administrative_guidance;Administrative Guidance;x;
PROV3285;Sebastopol;x;
PROV3286;Kaffa;x;
PROV3287;Simferopol;x;
army_ii_i;Medieval Weapons;x;
army_ii_ii;Engineers and Updated Siege Weapons;x;
nv_distracted;Distracted;x;
nv_parliament;Parliament;x;
no_meeting;Conscripted Army;x;
mercenary;Mercenary;x;
yes_meeting;Professioanl Army;x;
quantity_army;Quantity Army;x;
yes_meeting_desc;Professional and trained army, extremely prepared for war, but with fewer soldiers.;x;
no_meeting_desc;Army composed of conscripted and volunteer citizens, for large-scale wars.;x;
mercenary_desc;Army composed of mercenaries, who participate in wars for financial and personal interests.;x;
state_religion;State Religion;x;
only_one_religion;Only One Religion;x;
only_one_religion_desc;Only one religion is accepted in the country, and popes from different religions are not allowed, and can be punished with death.;x;
official_state_religion;Official State Religion;x;
official_state_religion_desc;The State has an official religion, being extremely publicized to people of different religions, with a certain social repression.;x;
specific_state_religion;Relations with Religion;x;
JUSTENJOYOPTION;I just want to lay on pillows and enjoy the royal life.;x;
specific_state_religion_desc;The State has a very strong relationship with religion, keeping it as official, but the population isn't obliged to follow it, and may not even be harmed.;x;
secular_state;Secular State;x;
secular_state_desc;The state has no ties to a religion, removing penalties for certain religions and guaranteeing complete religious freedom.;x;
youngactions;What should I do?;x;
descactionyoung;"I'm still a young king, but I have various actions I could do." Choose actions for the young ruler to do. \n \n§YI want to study.n§! \nIf you decide to take this action, you are more likely to become a genius, diligent and arrogant.\n§YI want to delve into religion.§!\nIf you decide to take this action, you are more likely to become pious, generous, honest or even paranoid.\n§YI want to practice fighting.§! \nIf you decide to take this action, you are more likely to become nervous, brave, cowardly and diligent.\n§YI just want to lay on pillows and enjoy the royal life.§!\nIf you decide to take this action, you are more likely to become lazy and stupid (but you will receive more prestige and support from the nobility). \n§YI want to prank and play outside.§! \nIf you decide to take this action, you are more likely to become distracted, trusting, calm and ambitious.;x;
ruler_actions_young_title;Ruler Actions - §YYoung$!;x;
ruler_actions_young_desc;Choose actions for the young ruler to do, remembering that this may change his traits in the future. This will be of great importance to the nation.;x;
increaseestates;Increase Estates Influence;x;
cooldown_actions;Cooldown - Actions;x;
cooldown_actions_desc;Cooldown for ruler actions and government actions decisions;x;
titlegenericactions;Government Actions;x;
descgenericactions;All these options will interact in some way with the government or its ruler. Interact by clicking among the options shown in this event. You will have a cooldown of approximately 2 months to interact again.;x;
form_papal_italy_title;Roma Regnat in Italia;x;
form_papal_italy_desc;Rome now reigns over the entire Italian Peninsula. After many years, we are finally unified under the power of the Roman Apostolic Church.;x;
form_italy_title;Italian Triumph;x;
form_italy_desc;Since the end of the Western Roman Empire, Italy has been divided into several decentralized kingdoms and duchies. However, times have changed. We are finally restoring a united Italy, with our warlike forces and our mighty economy. Viva l'Italia!;x;
form_arabia_title;Unite the Arab Tribes;x;
form_arabia_desc;A long time ago, the Arabian peninsula was ruled by a Caliphate, but it ended up being divided into several sultanates and emirates, but now, the region is reunited again thanks to our military victories in the region. Arabia is united again.;x;
form_greece_title;Proclaim the Greek State;x;
form_greece_desc;Greece has always been ruled by other peoples since Rome, and it was never unified either. Greece was divided into several city-states that were independent of each other or ruled by other peoples, but that changed. We are the ruling power over all of Greece, and we still remain our culture to this day. We are Greece, united and strong.;x;
STO_ADJ;Stolberg's;Stolberg's;Stolberg's;;;;;;;;;;;x;
STO;Stolberg;Stolberg;Stolberg;;;;;;;;;;;x;
GTG_ADJ;Göttingen's;Göttingen's;Göttingen's;;;;;;;;;;;x;
GTG;Göttingen;Göttingen;Göttingen;;;;;;;;;;;x;
PROV3273;Stolberg;x;
PROV3274;Calenberg;x;
art_war;War Artillery;x;
art_siege;Siege Artillery;x;
army_ii_ix;Flintlock Rifles;x;
army_ii_xi;Cartridge;x;
army_ii_iv;Arquebus I;x;
army_ii_v;Matchlock Firearm I;x;
army_ii_iii;Modern Weapons;x;
army_ii_x;Carbine;x;
army_ii_vi;Arquebus II;x;
army_ii_vii;Matchlock Firearm II;x;
army_ii_viii;Standardization of Calibre;x;
MNK_ADJ;Belarusian;Belarusian;Belarusian;;;;;;;;;;;x;
MNK;Minsk;Minsk;Minsk;;;;;;;;;;;x;
VLU_ADJ;Voluine's;Voluine's;Voluine's;;;;;;;;;;;x;
VLU;Voluine;Voluine;Voluine;;;;;;;;;;;x;
WIL_ADJ;Cossacks;Cossacks;Cossacks;;;;;;;;;;;x;
WIL;Wild Fields;Wild Fields;Wild Fields;;;;;;;;;;;x;
PDO_ADJ;Podolian;Podolian;Podolian;;;;;;;;;;;x;
PDO;Podolia;Podolia;Podolia;;;;;;;;;;;x;
